"id","control_id","requirement","chunk","metadata"
"5830b640-fe6f-4101-94a3-9e27f067b0ea","2.2.4","Only necessary services, protocols, daemons, and functions are enabled, and all unnecessary functionality is removed or disabled.","PCI DSS 4_0_1 Requirement Control 2.2.4

Defined Approach Requirements:
Only necessary services, protocols, daemons, and functions are enabled, and all unnecessary functionality is removed or disabled.

Customized Approach Objective:
System components cannot be compromised by exploiting unnecessary functionality present in the system component.

Testing Procedures:
Testing Procedure 2.2.4.a: Examine system configuration standards to verify necessary services, protocols, daemons, and functions are identified and documented.
Testing Procedure 2.2.4.b: Examine system configurations to verify the following: All unnecessary functionality is removed or disabled. Only required functionality, as documented in the configuration standards, is enabled.

Guidance:
Purpose: Unnecessary services and functions can provide additional opportunities for malicious individuals to gain access to a system. by removing or disabling all unnecessary services, protocols, daemons, and functions, organizations can focus on securing the functions that are required and reduce the risk that unknown or unnecessary functions will be exploited. Examples: Unnecessary functionality may include, but is not limited to scripts, drivers, features, subsystems, file systems, interfaces (usb and bluetooth), and unnecessary web servers. Good Practice: There are many protocols that could be enabled by default that are commonly used by malicious individuals to compromise a network. disabling or removing all services, functions, and protocols that are not used minimizes the potential attack surface—for example, by removing or disabling an unused ftp or web server.","{""control_id"": ""2.2.4"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""system_configuration"", ""has_testing_procedures"": true, ""requirements_id"": ""2""}"
"bf2e77ca-9c1e-4d4c-a436-cdb046314b19","2.2.5","If any insecure services, protocols, or daemons are present: Business justification is documented. Additional security features are documented and implemented that reduce the risk of using insecure services, protocols, or daemons.","PCI DSS 4_0_1 Requirement Control 2.2.5

Defined Approach Requirements:
If any insecure services, protocols, or daemons are present: Business justification is documented. Additional security features are documented and implemented that reduce the risk of using insecure services, protocols, or daemons.

Customized Approach Objective:
System components cannot be compromised by exploiting insecure services, protocols, or daemons.

Testing Procedures:
Testing Procedure 2.2.5.a: If any insecure services, protocols, or daemons are present, examine system configuration standards and interview personnel to verify they are managed and implemented in accordance with all elements specified in this requirement.
Testing Procedure 2.2.5.b: If any insecure services, protocols, or daemons, are present, examine configuration settings to verify that additional security features are implemented to reduce the risk of using insecure services, daemons, and protocols.

Guidance:
Purpose: Ensuring that all insecure services, protocols, and daemons are adequately secured with appropriate security features makes it more difficult for malicious individuals to exploit common points of compromise within a network. Good Practice: Enabling security features before new system components are deployed will prevent insecure configurations from being introduced into the environment. some vendor solutions may provide additional security functions to assist with securing an insecure process. Further Information: For guidance on services, protocols, or daemons considered to be insecure, refer to industry standards and guidance (for example, as published by nist, enisa, and owasp).","{""control_id"": ""2.2.5"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""system_configuration"", ""has_testing_procedures"": true, ""requirements_id"": ""2""}"
"677511cd-f949-4848-998b-f0af9fcd3a71","2.2.6","System security parameters are configured to prevent misuse.","PCI DSS 4_0_1 Requirement Control 2.2.6

Defined Approach Requirements:
System security parameters are configured to prevent misuse.

Customized Approach Objective:
System components cannot be compromised because of incorrect security parameter configuration.

Testing Procedures:
Testing Procedure 2.2.6.a: Examine system configuration standards to verify they include configuring system security parameters to prevent misuse.
Testing Procedure 2.2.6.b: Interview system administrators and/or security managers to verify they have knowledge of common security parameter settings for system components.
Testing Procedure 2.2.6.c: Examine system configurations to verify that common security parameters are set appropriately and in accordance with the system configuration standards.

Guidance:
Purpose: Correctly configuring security parameters provided in system components takes advantage of the capabilities of the system component to defeat malicious attacks. Good Practice: System configuration standards and related processes should specifically address security settings and parameters that have known security implications for each type of system in use. for systems to be configured securely, personnel responsible for configuration and/or administering systems should be knowledgeable in the specific security parameters and settings that apply to the system. considerations should also include secure settings for parameters used to access cloud portals. Further Information: Refer to vendor documentation and industry references noted in requirement 2.2.1 for information about applicable security parameters for each type of system.","{""control_id"": ""2.2.6"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""system_configuration"", ""has_testing_procedures"": true, ""requirements_id"": ""2""}"
"3fe07fa7-2750-4fb9-9ac2-a680bb998c15","2.2.7","All non-console administrative access is encrypted using strong cryptography.","PCI DSS 4_0_1 Requirement Control 2.2.7

Defined Approach Requirements:
All non-console administrative access is encrypted using strong cryptography.

Customized Approach Objective:
Cleartext administrative authorization factors cannot be read or intercepted from any network transmissions.

Applicability Notes:
This includes administrative access via browser- based interfaces and application programming interfaces (APIs).

Testing Procedures:
Testing Procedure 2.2.7.a: Examine system configuration standards to verify they include encrypting all non-console administrative access using strong cryptography.
Testing Procedure 2.2.7.b: Observe an administrator log on to system components and examine system configurations to verify that non-console administrative access is managed in accordance with this requirement.
Testing Procedure 2.2.7.c: Examine settings for system components and authentication services to verify that insecure remote login services are not available for non- console administrative access.
Testing Procedure 2.2.7.d: Examine vendor documentation and interview personnel to verify that strong cryptography for the technology in use is implemented according to industry best practices and/or vendor recommendations.

Guidance:
Purpose: If non-console (including remote) administration does not use encrypted communications, administrative authorization factors (such as ids and passwords) can be revealed to an eavesdropper. a malicious individual could use this information to access the network, become administrator, and steal data. Examples: Cleartext protocols (such as http, telnet, etc.) do not encrypt traffic or logon details, making it easy for an eavesdropper to intercept this information. non-console access may be facilitated by technologies that provide alternative access to systems, including but not limited to, out-of-band (oob), lights-out management (lom), intelligent platform management interface (ipmi), and keyboard, video, mouse (kvm) switches with remote capabilities. these and other non-console access technologies and methods must be secured with strong cryptography. Good Practice: Whichever security protocol is used, it should be configured to use only secure versions and configurations to prevent use of an insecure connection—for example, by using only trusted certificates, supporting only strong encryption, and not supporting fallback to weaker, insecure protocols or methods. Further Information: Refer to industry standards and best practices such as_nist sp 800-52 and sp 800-57_.","{""control_id"": ""2.2.7"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""system_configuration"", ""has_testing_procedures"": true, ""requirements_id"": ""2""}"
"264ae3e1-6980-4687-9511-ad6c744e15b0","2.3.1","For wireless environments connected to the CDE or transmitting account data, all wireless vendor defaults are changed at installation or are confirmed to be secure, including but not limited to: Default wireless encryption keys. Passwords on wireless access points. SNMP defaults. Any other security-related wireless vendor defaults.","PCI DSS 4_0_1 Requirement Control 2.3.1

Defined Approach Requirements:
For wireless environments connected to the CDE or transmitting account data, all wireless vendor defaults are changed at installation or are confirmed to be secure, including but not limited to: Default wireless encryption keys. Passwords on wireless access points. SNMP defaults. Any other security-related wireless vendor defaults.

Customized Approach Objective:
Wireless networks cannot be accessed using vendor default passwords or default configurations.

Applicability Notes:
This includes, but is not limited to, default wireless encryption keys, passwords on wireless access points, SNMP defaults, and any other security- related wireless vendor defaults.

Testing Procedures:
Testing Procedure 2.3.1.a: Examine policies and procedures and interview responsible personnel to verify that processes are defined for wireless vendor defaults to either change them upon installation or to confirm them to be secure in accordance with all elements of this requirement.
Testing Procedure 2.3.1.b: Examine vendor documentation and observe a system administrator logging into wireless devices to verify: SNMP defaults are not used. Default passwords/passphrases on wireless access points are not used.
Testing Procedure 2.3.1.c: Examine vendor documentation and wireless configuration settings to verify other security-related wireless vendor defaults were changed, if applicable.

Guidance:
Purpose: If wireless networks are not implemented with sufficient security configurations (including changing default settings), wireless sniffers can eavesdrop on the traffic, easily capture data and passwords, and easily enter and attack the network. Good Practice: Wireless passwords should be constructed so that they are resistant to offline brute force attacks.","{""control_id"": ""2.3.1"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""system_configuration"", ""has_testing_procedures"": true, ""requirements_id"": ""2""}"
"af191637-d6ce-4796-9d4c-d227990c5fdd","2.3.2","For wireless environments connected to the CDE or transmitting account data, wireless encryption keys are changed as follows: Whenever personnel with knowledge of the key leave the company or the role for which the knowledge was necessary. Whenever a key is suspected of or known to be compromised.","PCI DSS 4_0_1 Requirement Control 2.3.2

Defined Approach Requirements:
For wireless environments connected to the CDE or transmitting account data, wireless encryption keys are changed as follows: Whenever personnel with knowledge of the key leave the company or the role for which the knowledge was necessary. Whenever a key is suspected of or known to be compromised.

Customized Approach Objective:
Knowledge of wireless encryption keys cannot allow unauthorized access to wireless networks.

Testing Procedures:
Testing Procedure 2.3.2: Interview responsible personnel and examine key-management documentation to verify that wireless encryption keys are changed in accordance with all elements specified in this requirement.

Guidance:
Purpose: Changing wireless encryption keys whenever someone with knowledge of the key leaves the organization or moves to a role that no longer requires knowledge of the key, helps keep knowledge of keys limited to only those with a business need to know. also, changing wireless encryption keys whenever a key is suspected or known to be comprised makes a wireless network more resistant to compromise. Good Practice: This goal can be accomplished in multiple ways, including periodic changes of keys, changing keys via a defined “joiners-movers-leavers” (jml) process, implementing additional technical controls, and not using fixed pre-shared keys. in addition, any keys that are known to be, or suspected of being, compromised should be managed in accordance with the entity’s incident response plan at requirement 12.10.1.","{""control_id"": ""2.3.2"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""system_configuration"", ""has_testing_procedures"": true, ""requirements_id"": ""2""}"
"7a0a7923-9481-4ecb-88e0-88654cdfaef3","3.1.1","All security policies and operational procedures that are identified in Requirement 3 are: Documented. Kept up to date. In use. Known to all affected parties.","PCI DSS 4_0_1 Requirement Control 3.1.1

Defined Approach Requirements:
All security policies and operational procedures that are identified in Requirement 3 are: Documented. Kept up to date. In use. Known to all affected parties.

Customized Approach Objective:
Expectations, controls, and oversight for meeting activities within Requirement 3 are defined and adhered to by affected personnel. All supporting activities are repeatable, consistently applied, and conform to management’s intent.

Testing Procedures:
Testing Procedure 3.1.1: Examine documentation and interview personnel to verify that security policies and operational procedures identified in Requirement 3 are managed in accordance with all elements specified in this requirement.

Guidance:
Purpose: Requirement 3.1.1 is about effectively managing and maintaining the various policies and procedures specified throughout requirement 3. while it is important to define the specific policies or procedures called out in requirement 3, it is equally important to ensure they are properly documented, maintained, and disseminated. Good Practice: It is important to update policies and procedures as needed to address changes in processes, technologies, and business objectives. for this reason, consider updating these documents as soon as possible after a change occurs and not only on a periodic cycle. Definitions: Security policies define the entity’s security objectives and principles. operational procedures describe how to perform activities, and define the controls, methods, and processes that are followed to achieve the desired result in a consistent manner and in accordance with policy objectives.","{""control_id"": ""3.1.1"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""data_protection"", ""has_testing_procedures"": true, ""requirements_id"": ""3""}"
"43f6b303-ccef-49ec-8ffd-eff8f19066a5","3.1.2","Roles and responsibilities for performing activities in Requirement 3 are documented, assigned, and understood.","PCI DSS 4_0_1 Requirement Control 3.1.2

Defined Approach Requirements:
Roles and responsibilities for performing activities in Requirement 3 are documented, assigned, and understood.

Customized Approach Objective:
Day-to-day responsibilities for performing all the activities in Requirement 3 are allocated. Personnel are accountable for successful, continuous operation of these requirements.

Testing Procedures:
Testing Procedure 3.1.2.a: Examine documentation to verify that descriptions of roles and responsibilities performing activities in Requirement 3 are documented and assigned.
Testing Procedure 3.1.2.b: Interview personnel with responsibility for performing activities in Requirement 3 to verify that roles and responsibilities are assigned as documented and are understood.

Guidance:
Purpose: If roles and responsibilities are not formally assigned, personnel may not be aware of their day-to-day responsibilities, and critical activities may not occur. Examples: A method to document roles and responsibilities is a responsibility assignment matrix that includes who is responsible, accountable, consulted, and informed (also called a raci matrix). Good Practice: Roles and responsibilities may be documented within policies and procedures or maintained within separate documents. as part of communicating roles and responsibilities, entities can consider having personnel acknowledge their acceptance and understanding of their assigned roles and responsibilities.","{""control_id"": ""3.1.2"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""data_protection"", ""has_testing_procedures"": true, ""requirements_id"": ""3""}"
"c3978045-cb11-4377-8d3b-132a350cc6e5","3.2.1","Account data storage is kept to a minimum through implementation of data retention and disposal policies, procedures, and processes that include at least the following: Coverage for all locations of stored account data. Coverage for any sensitive authentication data (SAD) stored prior to completion of authorization._This bullet_ _is a best practice until its effective date; refer to_ _Applicability Notes below for details._ Limiting data storage amount and retention time to that which is required for legal or regulatory, and/or business requirements. Specific retention requirements for stored account data that defines length of retention period and includes a documented business justification. Processes for secure deletion or rendering account data unrecoverable when no longer needed per the retention policy. A process for verifying, at least once every three months, that stored account data exceeding the defined retention period has been securely deleted or rendered unrecoverable.","PCI DSS 4_0_1 Requirement Control 3.2.1

Defined Approach Requirements:
Account data storage is kept to a minimum through implementation of data retention and disposal policies, procedures, and processes that include at least the following: Coverage for all locations of stored account data. Coverage for any sensitive authentication data (SAD) stored prior to completion of authorization._This bullet_ _is a best practice until its effective date; refer to_ _Applicability Notes below for details._ Limiting data storage amount and retention time to that which is required for legal or regulatory, and/or business requirements. Specific retention requirements for stored account data that defines length of retention period and includes a documented business justification. Processes for secure deletion or rendering account data unrecoverable when no longer needed per the retention policy. A process for verifying, at least once every three months, that stored account data exceeding the defined retention period has been securely deleted or rendered unrecoverable.

Customized Approach Objective:
Account data is retained only where necessary and for the least amount of time needed and is securely deleted or rendered unrecoverable when no longer needed.

Testing Procedures:
Testing Procedure 3.2.1.a: Examine the data retention and disposal policies, procedures, and processes and interview personnel to verify processes are defined to include all elements specified in this requirement.
Testing Procedure 3.2.1.b: Examine files and system records on system components where account data is stored to verify that the data storage amount and retention time does not exceed the requirements defined in the data retention policy.
Testing Procedure 3.2.1.c: Observe the mechanisms used to render account data unrecoverable to verify data cannot be recovered.
Testing Procedure 3.2.1: Account data storage is kept to a minimum through implementation of data retention and disposal policies, procedures, and processes that include at least the following: Coverage for all locations of stored account data. Coverage for any sensitive authentication data (SAD) stored prior to completion of authorization._This bullet_ _is a best practice until its effective date; refer to_ _Applicability Notes below for details._ Limiting data storage amount and retention time to that which is required for legal or regulatory, and/or business requirements. Specific retention requirements for stored account data that defines length of retention period and includes a documented business justification. Processes for secure deletion or rendering account data unrecoverable when no longer needed per the retention policy. A process for verifying, at least once every three months, that stored account data exceeding the defined retention period has been securely deleted or rendered unrecoverable.

Guidance:
Purpose: A formal data retention policy identifies what data needs to be retained, for how long, and where that data resides so it can be securely destroyed or deleted as soon as it is no longer needed. the only account data that may be stored after authorization is the primary account number or pan (rendered unreadable), expiration date, cardholder name, and service code. the storage of sad data prior to the completion of the authorization process is also included in the data retention and disposal policy so that storage of this sensitive data is kept to minimum, and only retained for the defined amount of time. Examples: An automated, programmatic procedure could be run to locate and remove data, or a manual review of data storage areas could be performed. whichever method is used, it is a good idea to monitor the process to ensure it is completed successfully, and that the results are recorded and validated as being complete. implementing secure deletion methods ensures that the data cannot be retrieved when it is no longer needed. Good Practice: When identifying locations of stored account data, consider all processes and personnel with access to the data, as data could have been moved and stored in different locations than originally defined. storage locations that are often overlooked include backup and archive systems, removable data storage devices, paper-based media, and audio recordings. to define appropriate retention requirements, an entity first needs to understand its own business needs as well as any legal or regulatory obligations that apply to its industry or to the type of data being retained. implementing an automated process to ensure data is automatically and securely deleted upon its defined retention limit can help ensure that account data is not retained beyond what is necessary for business, legal, or regulatory purposes. _(continued on next page)_. Further Information: See_nist sp 800-88 rev. 1,_ _guidelines for media_ _sanitization_.","{""control_id"": ""3.2.1"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""data_protection"", ""has_testing_procedures"": true, ""requirements_id"": ""3""}"
"dfa232e5-a642-4500-a0e3-8fd40f974f6e","3.3.1.1","The full contents of any track are not stored upon completion of the authorization process.","PCI DSS 4_0_1 Requirement Control 3.3.1.1

Defined Approach Requirements:
The full contents of any track are not stored upon completion of the authorization process.

Customized Approach Objective:
This requirement is not eligible for the customized approach.

Applicability Notes:
In the normal course of business, the following data elements from the track may need to be retained: Cardholder name. Primary account number (PAN). Expiration date. Service code. To minimize risk, store securely only these data elements as needed for business.

Testing Procedures:
Testing Procedure 3.3.1.1: Examine data sources to verify that the full contents of any track are not stored upon completion of the authorization process.

Guidance:
Purpose: If full contents of any track (from the magnetic stripe on the back of a card if present, equivalent data contained on a chip, or elsewhere) is stored, malicious individuals who obtain that data can use it to reproduce payment cards and complete fraudulent transactions. Examples: Data sources to review to ensure that the full contents of any track are not retained upon completion of the authorization process include, but are not limited to: incoming transaction data. all logs (for example, transaction, history, debugging, error). history files. trace files. database schemas. contents of databases, and on-premise and cloud data stores. any existing memory/crash dump files. Definitions: Full track data is alternatively called full track, track, track 1, track 2, and magnetic-stripe data. each track contains a number of data elements, and this requirement specifies only those that may be retained post-authorization.","{""control_id"": ""3.3.1.1"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""data_protection"", ""has_testing_procedures"": true, ""requirements_id"": ""3""}"
"1dc52dbb-0e27-40dd-9fb9-708de6fcec95","3.3.1.2","The card verification code is not stored upon completion of the authorization process.","PCI DSS 4_0_1 Requirement Control 3.3.1.2

Defined Approach Requirements:
The card verification code is not stored upon completion of the authorization process.

Customized Approach Objective:
This requirement is not eligible for the customized approach.

Applicability Notes:
The card verification code is the three- or four-digit number printed on the front or back of a payment card used to verify card-not-present transactions.

Testing Procedures:
Testing Procedure 3.3.1.2: Examine data sources, to verify that the card verification code is not stored upon completion of the authorization process.

Guidance:
Purpose: If card verification code data is stolen, malicious individuals can execute fraudulent internet and mail- order/telephone-order (mo/to) transactions. not storing this data reduces the probability of it being compromised. Examples: If card verification codes are stored on paper media prior to completion of authorization, a method of erasing or covering the codes should prevent them from being read after authorization is complete. example methods of rendering the codes unreadable include removing the code with scissors and applying a suitably opaque and un-removable marker over the code. data sources to review to ensure that the card verification code is not retained upon completion of the authorization process include, but are not limited to: incoming transaction data. all logs (for example, transaction, history, debugging, error). history files. trace files. database schemas. contents of databases, and on-premise and cloud data stores. any existing memory/crash dump files.","{""control_id"": ""3.3.1.2"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""data_protection"", ""has_testing_procedures"": true, ""requirements_id"": ""3""}"
"f36f10d5-e82c-4b43-a2df-4a53d340ef66","3.3.1.3","The personal identification number (PIN) and the PIN block are not stored upon completion of the authorization process.","PCI DSS 4_0_1 Requirement Control 3.3.1.3

Defined Approach Requirements:
The personal identification number (PIN) and the PIN block are not stored upon completion of the authorization process.

Customized Approach Objective:
This requirement is not eligible for the customized approach.

Applicability Notes:
PIN blocks are encrypted during the natural course of transaction processes, but even if an entity encrypts the PIN block again, it is still not allowed to be stored after the completion of the authorization process.

Testing Procedures:
Testing Procedure 3.3.1.3: Examine data sources, to verify that PINs and PIN blocks are not stored upon completion of the authorization process.

Guidance:
Purpose: Pin and pin blocks should be known only to the card owner or entity that issued the card. if this data is stolen, malicious individuals can execute fraudulent pin-based transactions (for example, in-store purchases and atm withdrawals). not storing this data reduces the probability of it being compromised. Examples: Data sources to review to ensure that pin and pin blocks are not retained upon completion of the authorization process include, but are not limited to: incoming transaction data. all logs (for example, transaction, history, debugging, error). history files. trace files. database schemas. contents of databases, and on-premise and cloud data stores. any existing memory/crash dump files.","{""control_id"": ""3.3.1.3"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""data_protection"", ""has_testing_procedures"": true, ""requirements_id"": ""3""}"
"af4b2a5d-3254-4d05-ad8d-2bc845391ef3","3.3.1","SAD is not stored after authorization, even if encrypted. All sensitive authentication data received is rendered unrecoverable upon completion of the authorization process.","PCI DSS 4_0_1 Requirement Control 3.3.1

Defined Approach Requirements:
SAD is not stored after authorization, even if encrypted. All sensitive authentication data received is rendered unrecoverable upon completion of the authorization process.

Customized Approach Objective:
This requirement is not eligible for the customized approach.

Applicability Notes:
Issuers and companies that support issuing services, where there is a legitimate and documented business need to store SAD, are not required to meet this requirement. A legitimate business need is one that is necessary for the performance of the function being provided by or for the issuer. Refer to Requirement 3.3.3 for additional requirements specifically for these entities. Sensitive authentication data includes the data cited in Requirements 3.3.1.1 through 3.3.1.3.

Testing Procedures:
Testing Procedure 3.3.1.a: If SAD is received, examine documented policies, procedures, and system configurations to verify the data is not stored after authorization.
Testing Procedure 3.3.1.b: If SAD is received, examine the documented procedures and observe the secure data deletion processes to verify the data is rendered unrecoverable upon completion of the authorization process.

Guidance:
Purpose: Sad is very valuable to malicious individuals as it allows them to generate counterfeit payment cards and create fraudulent transactions. therefore, the storage of sad upon completion of the authorization process is prohibited. Good Practice: It may be acceptable for an entity to store sad in non- persistent memory for a short time after authorization is complete, if following conditions are met: there is a legitimate business need to access sad in memory after authorization is complete. sad is only ever stored in non-persistent memory (for example, ram, volatile memory). controls are in place to ensure that memory maintains a non-persistent state. sad is removed as soon as the business purpose is complete. it is not permissible to store sad in persistent memory. Definitions: The authorization process completes when a merchant receives a transaction response (for example, an approval or decline). refer to_appendix g_ for the definition of “authorization.”.","{""control_id"": ""3.3.1"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""data_protection"", ""has_testing_procedures"": true, ""requirements_id"": ""3""}"
"2792ddb5-5dd6-45fa-9109-7de2dff5f47e","3.3.2","SAD that is stored electronically prior to completion of authorization is encrypted using strong cryptography.","PCI DSS 4_0_1 Requirement Control 3.3.2

Defined Approach Requirements:
SAD that is stored electronically prior to completion of authorization is encrypted using strong cryptography.

Customized Approach Objective:
This requirement is not eligible for the customized approach. _(continued on next page)_

Testing Procedures:
Testing Procedure 3.3.2: Examine data stores, system configurations, and/or vendor documentation to verify that all SAD that is stored electronically prior to completion of authorization is encrypted using strong cryptography.

Guidance:
Purpose: Sad can be used by malicious individuals to increase the probability of successfully generating counterfeit payment cards and creating fraudulent transactions. Good Practice: Entities should consider encrypting sad with a different cryptographic key than is used to encrypt pan. note that this does not mean that pan present in sad (as part of track data) would need to be separately encrypted. Definitions: The authorization process is completed when a merchant receives a transaction response (for example, an approval or decline) . refer to_appendix g_ for the definition of “authorization.”.","{""control_id"": ""3.3.2"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""data_protection"", ""has_testing_procedures"": true, ""requirements_id"": ""3""}"
"6c1edf8b-2f10-4592-95fe-71d22341aa63","3.3.3","Additional requirement for issuers and_ _companies that support issuing services and store_ _sensitive authentication data:_Any storage of sensitive authentication data is: Limited to that which is needed for a legitimate issuing business need and is secured. Encrypted using strong cryptography._This bullet is a_ _best practice until its effective date; refer to_ _Applicability Notes below for details._","PCI DSS 4_0_1 Requirement Control 3.3.3

Defined Approach Requirements:
Additional requirement for issuers and_ _companies that support issuing services and store_ _sensitive authentication data:_Any storage of sensitive authentication data is: Limited to that which is needed for a legitimate issuing business need and is secured. Encrypted using strong cryptography._This bullet is a_ _best practice until its effective date; refer to_ _Applicability Notes below for details._

Customized Approach Objective:
Sensitive authentication data is retained only as required to support issuing functions and is secured from unauthorized access. _(continued on next page)_

Testing Procedures:
Testing Procedure 3.3.3.a: **_Additional testing procedure for issuers_** **_and companies that support issuing services_** **_and store sensitive authentication data:_** Examine documented policies and interview personnel to verify there is a documented business justification for the storage of sensitive authentication data.
Testing Procedure 3.3.3.b: **_Additional testing procedure for issuers_** **_and companies that support issuing services_** **_and store sensitive authentication data:_** Examine data stores and system configurations to verify that the sensitive authentication data is stored securely.

Guidance:
Purpose: Sad can be used by malicious individuals to increase the probability of successfully generating counterfeit payment cards and creating fraudulent transactions**. **. Good Practice: Entities should consider encrypting sad with a different cryptographic key than is used to encrypt pan. note that this does not mean that pan present in sad (as part of track data) would need to be separately encrypted.","{""control_id"": ""3.3.3"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""data_protection"", ""has_testing_procedures"": true, ""requirements_id"": ""3""}"
"62bddf37-2016-410c-9429-0924310c996b","3.4.1","PAN is masked when displayed (the BIN and last four digitsare the maximum number of digits to be displayed), such that only personnel with a legitimate business need can seemore than the BIN and last four digits of the PAN. __","PCI DSS 4_0_1 Requirement Control 3.4.1

Defined Approach Requirements:
PAN is masked when displayed (the BIN and last four digitsare the maximum number of digits to be displayed), such that only personnel with a legitimate business need can seemore than the BIN and last four digits of the PAN. __

Applicability Notes:
This requirement does not supersede stricter requirements in place for displays of cardholder data— for example, legal or payment brand requirements for point-of-sale (POS) receipts. This requirement relates to protection of PAN where it is displayed on screens, paper receipts, printouts, etc., and is not to be confused with Requirement 3.5.1 for protection of PAN when stored, processed, or transmitted.

Testing Procedures:
Testing Procedure 3.4.1.a: Examine documented policies and procedures for masking the display of PANs to verify: A list of roles that need access to more than the BIN and last four digits of the PAN (includes full PAN) is documented, together with a legitimate business need for each role to have such access. PAN is masked when displayed such that only personnel with a legitimate business need can see more than the BIN and last four digits of the PAN. All roles not specifically authorized to see the full PAN must only see masked PANs.
Testing Procedure 3.4.1.b: Examine system configurations to verify that full PAN is only displayed for roles with a documented business need, and that PAN is masked for all other requests.
Testing Procedure 3.4.1.c: Examine displays of PAN (for example, on screen, on paper receipts) to verify that PANs are masked when displayed, and that only those with a legitimate business need are able to see more than the BIN and/or last four digits of the PAN.

Guidance:
Purpose: The display of full pan on computer screens, payment card receipts, paper reports, etc. can result in this data being obtained by unauthorized individuals and used fraudulently. ensuring that the full pan is displayed only for those with a legitimate business need minimizes the risk of unauthorized persons gaining access to pan data. Good Practice: Applying access controls according to defined roles is one way to limit access to viewing full pan to only those individuals with a defined business need. the masking approach should always display only the number of digits needed to perform a specific business function. for example, if only the last four digits are needed to perform a business function, pan should be masked to only show the last four digits. as another example, if a function needs to view the bank identification number (bin) for routing purposes, unmask only the bin digits for that function. _(continued on next page)_. Definitions: Masking is not synonymous with truncation and these terms cannot be used interchangeably. masking refers to the concealment of certain digits during display or printing, even when the entire pan is stored on a system. this is different from truncation, in which the truncated digits are removed and cannot be retrieved within the system. masked pan could be “unmasked”, but there is no ""un-truncation"" without recreating the pan from another source. refer to_appendix g_ for definitions of “masking” and “truncation.”. Further Information: For more information about masking and truncation, see pci ssc’s faqs on these topics_._.","{""control_id"": ""3.4.1"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""data_protection"", ""has_testing_procedures"": true, ""requirements_id"": ""3""}"
